Name,UID,Club,Based,Nat,DoB,Height,Weight,Best Pos,Transfer Value,Wage,Preferred Foot,Right Foot,Left Foot,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat.1,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
Koffi Kouao,83177137,Metz,France (Ligue 1),CIV,20/5/1996 (27 years old),173 cm,65 kg,D/WB (RL),€1.2M - €2.5M,"€3,700 p/w",Right,Very Strong,Reasonable,8,13,12,8,10,11,6,12,10,9,12,7,14,11,13,13,14,10,11,12,14,13,9,12,11,12,11,14,14,14,11,7,14,14,15,10,4,1,2,1,2,1,2,2,1,1,2
Jonathan Fischer,27140793,Metz,France (Ligue 1),DEN,9/11/1999 (23 years old),197 cm,88 kg,GK,€550K - €1.6M,"€1,000 p/w",Left Only,Weak,Very Strong,5,3,2,3,6,6,3,2,2,1,7,1,3,6,11,12,11,13,12,10,15,2,8,3,11,7,10,10,10,12,10,18,13,8,7,9,15,11,12,9,11,8,13,8,12,10,13
Ibou Sané,12093974,Metz,France (Ligue 1),SEN,28/3/2003 (20 years old),179 cm,64 kg,ST (C),€450K - €4.5M,"€1,000 p/w",Right,Very Strong,Weak,7,8,12,12,10,8,8,11,6,7,9,11,8,12,12,13,13,13,11,11,3,12,10,14,7,12,11,13,12,13,12,8,11,12,13,11,1,2,1,3,1,1,2,3,1,2,2
Cheikh Sabaly,12075128,Metz,France (Ligue 1),SEN,4/3/1997 (26 years old),168 cm,56 kg,"M/AM (RL), ST (RL)",€325K - €3.2M,"€4,200 p/w",Right Only,Very Strong,Weak,10,12,13,12,13,5,6,13,7,5,13,11,7,13,10,14,14,12,12,13,13,13,8,13,9,12,13,14,14,14,13,6,14,13,13,11,2,2,1,2,1,2,1,2,1,2,3
Fodé Ballo-Touré,85140284,Metz,France (Ligue 1),SEN,3/1/1995 (28 years old),182 cm,70 kg,D/WB (RL),€300K - €8.2M,"€18,250 p/w",Left Only,Weak,Very Strong,7,13,12,6,11,5,10,7,14,13,12,6,14,11,14,13,14,11,12,12,12,8,8,14,12,14,10,13,15,15,13,11,16,16,16,12,2,2,2,1,2,2,1,2,2,2,3
Urie-Michel Mboula,2000224445,Metz,France (Ligue 1),GAB,30/4/2001 (22 years old),183 cm,79 kg,D (C),€300K - €950K,€650 p/w,Left Only,Weak,Very Strong,4,9,9,6,11,5,12,6,9,12,11,6,12,10,13,10,11,10,10,8,14,6,9,7,12,12,10,12,13,13,12,13,13,12,11,11,4,2,3,3,1,2,3,1,3,2,4
Joel Asoro,93068387,Metz,France (Ligue 1),SWE,27/4/1997 (26 years old),176 cm,75 kg,"AM (RL), ST (RL)",€220K - €2.2M,"€7,750 p/w",Right,Very Strong,Reasonable,7,10,13,12,14,12,11,11,15,5,10,7,5,14,11,12,8,11,11,11,15,15,5,12,6,11,11,12,15,14,12,10,12,14,11,10,3,1,3,2,1,1,3,3,1,2,3
Terry Yegbe,2000169132,Metz,France (Ligue 1),GHA,25/1/1999 (24 years old),195 cm,88 kg,D (C),€130K - €1.3M,"€1,900 p/w",Left,Weak,Very Strong,6,7,8,8,11,7,12,6,18,10,11,7,13,12,11,11,10,10,10,9,12,6,9,8,10,12,10,15,12,12,12,15,12,14,13,15,3,2,1,4,1,2,1,3,3,1,1
Sadibou Sané,2000243084,Metz,France (Ligue 1),SEN,10/6/2002 (21 years old),182 cm,67 kg,D (C),€110K - €1.1M,"€1,000 p/w",Right,Very Strong,Reasonable,5,8,7,2,9,7,13,6,3,14,10,6,14,6,6,8,10,10,7,14,6,5,11,7,12,8,8,6,14,12,8,13,5,10,10,8,3,3,3,1,2,4,1,2,3,2,4
Giorgi Abuashvili,59145966,Metz,France (Ligue 1),GEO,8/2/2001 (22 years old),175 cm,70 kg,"M/AM (RL), ST (RL)",€90K - €900K,,Right Only,Very Strong,Weak,9,12,13,11,13,8,7,11,7,5,13,8,6,14,9,10,11,8,10,9,13,12,4,11,7,10,12,13,13,10,10,8,9,14,10,9,2,1,3,2,2,2,1,2,2,3,2
Benjamin Stambouli,34008684,Metz,France (Ligue 1),FRA,13/8/1988 (34 years old),180 cm,82 kg,"DM, M (C)",€90K - €900K,"€12,500 p/w",Right,Very Strong,Fairly Strong,5,8,8,8,13,7,11,9,9,12,14,8,14,14,14,15,16,14,16,14,15,8,17,10,13,16,13,16,10,10,16,11,14,10,13,14,1,2,1,3,2,2,2,3,3,1,1
Jean-Philippe Gbamin,29114927,Metz,France (Ligue 1),CIV,25/9/1993 (29 years old),186 cm,90 kg,"DM, M (C)",€90K - €900K,"€4,700 p/w",Right,Very Strong,Reasonable,6,10,11,8,11,6,12,11,14,14,12,7,16,11,16,11,14,12,10,11,13,7,11,9,11,13,10,13,11,11,13,14,18,12,13,15,3,1,2,1,1,1,2,1,3,3,2
Malick Mbaye,12092831,Metz,France (Ligue 1),SEN,6/4/2002 (21 years old),173 cm,71 kg,"AM (RL), ST (RL)",€90K - €900K,"€1,200 p/w",Right Only,Very Strong,Weak,10,11,11,12,12,8,8,10,7,8,11,10,9,11,11,13,13,12,12,11,11,10,10,12,8,13,13,12,13,12,12,7,11,13,12,10,2,2,3,2,3,1,1,1,3,2,2
Mamadou Sy,12078289,Metz,France (Ligue 1),SEN,2/5/1995 (28 years old),195 cm,85 kg,GK,€90K - €275K,"€1,000 p/w",Right Only,Very Strong,Weak,4,3,2,3,2,7,1,1,3,2,12,3,3,7,9,12,8,6,8,9,2,1,12,3,12,14,12,10,13,16,9,15,13,12,13,9,15,12,10,3,10,11,12,8,15,12,12
Morgan Bokélé,2000024376,Metz,France (Ligue 1),FRA,13/3/2002 (21 years old),171 cm,61 kg,"M/AM (RL), ST (RL)",€75K - €750K,€650 p/w,Right Only,Very Strong,Weak,4,9,13,12,9,3,6,7,2,5,13,4,5,13,8,8,8,4,7,13,17,13,11,13,6,7,10,8,13,13,7,6,10,13,13,4,2,2,2,3,3,4,4,1,1,1,1
Giorgi Tsitaishvili,71104584,Metz,France (Ligue 1),GEO,18/11/1998 (24 years old),171 cm,63 kg,"M/AM (RL), ST (RL)",€35K - €350K,"€1,400 p/w",Left Only,Weak,Very Strong,13,13,16,10,13,10,6,7,5,6,12,9,7,14,14,8,14,10,6,5,16,16,5,10,8,11,13,15,14,15,10,6,14,14,11,9,1,2,3,2,1,1,3,2,3,2,1
Maxime Colin,85077900,Metz,France (Ligue 1),FRA,15/11/1989 (33 years old),180 cm,76 kg,D/WB (RL),Not for Sale,"€7,000 p/w",Right Only,Very Strong,Weak,9,12,10,5,13,6,13,8,13,12,13,7,13,12,13,12,13,12,13,12,15,10,8,9,12,14,11,15,11,13,14,13,14,13,15,13,1,1,3,3,2,4,1,3,3,1,2
Christopher Nkunku,85140301,Milan,Italy (Serie A),FRA,14/11/1995 (27 years old),178 cm,68 kg,AM (C),€138M - €167M,"€160,000 p/w",Right,Very Strong,Fairly Strong,15,12,16,14,15,16,12,14,5,8,15,15,8,16,14,16,12,16,12,13,15,17,8,17,8,12,15,12,15,16,12,10,13,16,14,12,2,2,3,3,3,1,1,3,2,2,1
Rafael Leão,83111483,Milan,Italy (Serie A),POR,10/6/1997 (26 years old),188 cm,81 kg,"M/AM (RL), ST (RL)",€95M - €121M,"€170,000 p/w",Right,Very Strong,Fairly Strong,8,14,17,14,16,7,11,13,7,5,14,12,6,14,7,15,8,12,10,12,13,18,9,15,6,12,14,10,17,18,16,13,16,17,12,14,3,2,3,4,2,1,2,2,2,1,2
Pervis Estupiñán,86045976,Milan,Italy (Serie A),ECU,21/1/1996 (27 years old),175 cm,73 kg,D/WB (RL),€83M - €129M,"€120,000 p/w",Left,Weak,Very Strong,9,14,14,11,14,9,10,13,14,11,13,12,15,15,11,12,13,14,13,13,13,14,10,14,12,15,13,17,15,12,13,10,16,16,18,14,2,1,1,3,3,3,1,2,3,1,1
Adrien Rabiot,85086031,Milan,Italy (Serie A),FRA,3/4/1993 (30 years old),188 cm,71 kg,M (C),€70M - €89M,"€125,000 p/w",Left,Reasonable,Very Strong,11,14,13,13,15,9,14,14,8,11,16,12,16,15,12,13,14,13,12,11,10,10,14,14,16,17,12,16,13,12,16,14,18,16,18,18,2,1,3,1,3,2,2,1,3,4,1
Mike Maignan,85094520,Milan,Italy (Serie A),FRA,3/7/1993 (30 years old),191 cm,89 kg,GK,€66M - €103M,"€69,000 p/w",Right,Very Strong,Weak,1,1,6,1,11,1,6,10,5,1,13,8,13,12,12,16,14,17,14,14,18,6,15,1,14,15,13,12,8,16,14,15,16,11,16,15,12,15,16,12,15,16,15,9,17,11,14
Luka Modrić,653054,Milan,Italy (Serie A),CRO,9/9/1983 (39 years old),172 cm,67 kg,"DM, M (C)",€55M - €85M,"€230,000 p/w",Right,Very Strong,Fairly Strong,16,16,17,9,20,13,8,14,7,8,19,14,11,19,12,17,14,18,18,18,17,13,14,15,15,17,19,15,11,13,13,7,13,11,11,8,1,3,2,1,1,2,2,1,3,1,1
Fikayo Tomori,28097980,Milan,Italy (Serie A),ENG,19/12/1995 (27 years old),185 cm,79 kg,D (C),€45M - €70M,"€86,000 p/w",Right,Very Strong,Reasonable,4,7,9,8,11,7,15,7,11,15,13,6,16,11,17,16,16,12,14,13,14,5,13,8,14,15,12,14,16,13,15,13,15,16,16,15,2,1,2,3,2,4,2,3,2,3,1
Samuele Ricci,43390774,Milan,Italy (Serie A),ITA,21/8/1999 (23 years old),181 cm,70 kg,"DM, M (C)",€29M - €45M,"€48,000 p/w",Right,Very Strong,Reasonable,8,11,12,9,14,10,8,12,6,10,16,8,13,14,12,15,14,15,14,14,16,13,11,13,13,14,13,14,13,13,14,11,15,13,15,12,2,2,2,3,3,3,2,3,2,4,2
Christian Pulisic,92074020,Milan,Italy (Serie A),USA,18/9/1996 (26 years old),178 cm,73 kg,AM (R),€29M,"€99,000 p/w",Right,Very Strong,Fairly Strong,13,14,16,14,16,10,7,13,7,6,14,11,8,15,13,15,14,14,13,13,13,15,12,15,8,13,15,12,15,16,11,8,13,14,14,10,1,1,3,1,2,2,3,2,2,3,2
Ruben Loftus-Cheek,28068727,Milan,Italy (Serie A),ENG,23/1/1994 (29 years old),191 cm,90 kg,"DM, M (C)",€25M - €32M,"€99,000 p/w",Right,Very Strong,Fairly Strong,7,10,13,11,14,6,12,13,9,11,15,9,13,14,12,13,15,14,14,14,14,11,12,14,13,17,14,15,13,12,16,14,12,14,14,17,1,1,3,3,2,2,2,2,3,1,1
Youssouf Fofana,49045776,Milan,Italy (Serie A),FRA,10/1/1997 (26 years old),185 cm,75 kg,"DM, M (C)",€24M - €37M,"€66,000 p/w",Right,Very Strong,Reasonable,7,9,14,8,14,7,12,10,8,12,14,8,15,13,15,14,15,14,14,14,15,10,8,13,13,14,14,15,13,13,16,9,16,13,16,16,3,4,3,2,2,3,2,3,2,1,2
Santiago Giménez,51067947,Milan,Italy (Serie A),MEX,18/4/1999 (24 years old),182 cm,69 kg,ST (C),€13M - €16.5M,"€75,000 p/w",Left,Fairly Strong,Very Strong,8,8,12,16,14,8,14,11,9,6,13,13,5,13,10,14,14,15,14,14,15,14,12,15,6,13,13,16,13,13,15,12,13,13,15,11,1,2,1,3,1,2,2,3,2,3,2
Strahinja Pavlović,62220026,Milan,Italy (Serie A),SRB,24/5/1999 (24 years old),194 cm,84 kg,D (C),€9.8M - €15.5M,"€36,500 p/w",Left,Reasonable,Very Strong,5,5,8,6,11,6,14,9,8,14,10,8,14,11,14,13,15,14,12,11,14,10,12,9,15,15,10,14,11,11,14,16,14,13,14,16,2,4,1,2,2,1,2,3,2,3,3
Alexis Saelemaekers,18097159,Milan,Italy (Serie A),BEL,27/6/1997 (26 years old),180 cm,72 kg,AM (R),€6.2M - €7.4M,"€24,500 p/w",Right,Very Strong,Fairly Strong,6,13,14,8,14,8,10,12,9,8,14,7,11,15,14,13,14,11,13,11,16,13,10,13,12,14,12,15,14,15,12,10,15,14,14,10,3,2,1,2,2,1,2,3,3,3,1
Koni De Winter,18108550,Milan,Italy (Serie A),BEL,12/6/2000 (23 years old),191 cm,78 kg,D (C),€5.2M - €8.2M,"€26,500 p/w",Right,Very Strong,Reasonable,7,12,13,8,12,8,14,8,7,14,12,7,13,11,9,13,11,11,11,13,15,11,9,8,13,13,11,10,14,12,14,14,16,14,13,13,1,2,1,2,3,2,2,3,3,3,2
Davide Bartesaghi,2000183044,Milan,Italy (Serie A),ITA,29/12/2003 (19 years old),188 cm,76 kg,D (RL),€4M - €6.2M,"€7,750 p/w",Left Only,Weak,Very Strong,8,12,10,6,13,7,13,8,11,13,12,8,11,13,11,13,13,11,14,11,13,6,8,13,13,14,11,12,12,12,13,14,14,14,11,12,2,3,1,3,1,3,1,2,3,2,3
Pietro Terracciano,43017977,Milan,Italy (Serie A),ITA,8/3/1988 (35 years old),193 cm,78 kg,GK,€1.6M - €3.4M,"€45,500 p/w",Right Only,Very Strong,Weak,7,1,1,2,9,9,10,1,1,3,10,5,3,9,4,13,14,14,13,10,13,8,12,7,15,14,11,12,11,12,15,17,13,9,13,14,14,15,16,8,14,15,15,14,14,12,16
Ardon Jashari,84161856,Milan,Italy (Serie A),SUI,30/7/2000 (22 years old),181 cm,82 kg,M (C),€550K - €11M,"€15,000 p/w",Left,Reasonable,Very Strong,11,14,14,12,13,10,5,12,4,9,14,9,10,13,13,11,8,13,13,13,16,14,14,12,10,14,13,15,13,12,15,8,13,11,14,16,1,2,3,1,3,2,3,1,1,2,1
Chaka Traoré,2000021095,Milan,Italy (Serie A),CIV,23/12/2002 (20 years old),176 cm,72 kg,"M/AM (RL), ST (RL)",€325K - €3.1M,"€3,300 p/w",Right,Very Strong,Reasonable,12,12,14,12,15,14,6,12,7,5,12,12,6,14,7,12,12,12,9,10,11,14,8,13,6,10,12,9,14,14,11,7,12,12,11,8,2,1,1,1,1,2,2,2,2,3,3
Divock Origi,18045347,Milan,Italy (Serie A),BEL,18/4/1993 (30 years old),189 cm,75 kg,ST (C),€250K - €2.6M,"€99,000 p/w",Right,Very Strong,Fairly Strong,6,11,14,13,14,9,12,14,8,7,13,13,7,14,10,12,11,13,12,12,8,13,8,13,7,13,13,12,13,14,15,13,11,15,14,14,3,2,1,2,2,2,1,3,1,2,3
Matteo Gabbia,43266774,Milan,Italy (Serie A),ITA,21/10/1997 (25 years old),185 cm,78 kg,D (C),€180K - €5.2M,"€28,500 p/w",Right,Very Strong,Reasonable,4,6,7,6,12,7,14,7,10,14,13,8,14,12,13,13,13,14,15,13,14,4,10,8,14,15,11,14,13,12,15,13,14,12,14,15,2,1,3,1,3,3,2,3,1,3,1
Simone Branca,43074523,Milan,Italy (Serie A),ITA,25/3/1990 (33 years old),179 cm,72 kg,"DM, M (C)",€28K - €275K,"€12,750 p/w",Left,Weak,Very Strong,12,12,12,9,13,10,10,12,6,11,13,11,11,12,13,12,12,12,13,13,14,10,12,10,12,14,14,14,12,12,13,10,14,12,14,12,1,2,1,2,3,1,3,2,3,2,2
Andrea Magrassi,43067878,Milan,Italy (Serie A),ITA,6/2/1991 (32 years old),194 cm,81 kg,ST (C),€22K - €220K,"€6,250 p/w",Right Only,Very Strong,Weak,4,6,10,13,9,8,14,10,9,5,13,12,11,10,12,14,12,13,13,12,15,7,11,11,12,15,11,14,11,11,15,15,14,11,15,15,3,2,3,3,1,4,4,3,1,2,1
Ansu Fati,67276122,Monaco,France (Ligue 1),ESP,31/10/2000 (22 years old),178 cm,66 kg,"AM (RL), ST (RL)",€52M - €81M,"€185,000 p/w",Right,Very Strong,Fairly Strong,7,13,16,15,15,7,11,14,6,4,13,12,5,16,8,14,11,14,12,12,16,18,9,16,5,10,14,10,16,16,14,9,15,15,12,11,1,4,2,3,2,3,2,3,3,4,3
Alexandr Golovin,58104594,Monaco,France (Ligue 1),RUS,30/5/1994 (29 years old),180 cm,69 kg,"M/AM (RL), ST (RL)",€40M - €62M,"€88,000 p/w",Right,Very Strong,Fairly Strong,14,13,16,12,15,13,7,14,3,10,16,13,11,16,13,13,12,12,14,13,15,15,11,13,11,14,16,14,14,15,14,10,14,14,13,10,3,3,3,3,3,1,1,3,3,2,1
Folarin Balogun,28116305,Monaco,France (Ligue 1),USA,3/7/1999 (24 years old),178 cm,66 kg,ST (C),€28M - €34M,"€40,000 p/w",Right,Very Strong,Fairly Strong,5,9,13,15,13,8,12,10,4,6,11,11,5,13,10,12,12,13,12,12,13,14,8,15,8,13,12,13,16,16,12,12,12,15,13,11,2,3,2,1,3,2,2,4,3,3,2
Denis Zakaria,98034601,Monaco,France (Ligue 1),SUI,20/11/1994 (28 years old),190 cm,86 kg,"DM, M (C)",€26M - €31M,"€41,500 p/w",Right,Very Strong,Weak,5,8,14,10,13,6,11,11,12,13,13,8,16,13,17,14,16,12,12,11,15,12,11,14,14,16,12,17,14,13,15,15,15,15,17,15,1,2,2,3,2,1,3,1,1,1,1
Caio Henrique,19258927,Monaco,France (Ligue 1),BRA,31/7/1995 (27 years old),179 cm,68 kg,D/WB (RL),€22M - €28M,"€38,000 p/w",Left,Weak,Very Strong,16,16,14,10,14,15,8,13,12,11,14,12,14,14,14,14,12,13,12,13,13,14,8,14,11,13,14,13,15,14,11,8,16,16,14,11,4,1,2,3,3,2,2,2,3,1,1
Takumi Minamino,45064891,Monaco,France (Ligue 1),JPN,16/1/1993 (30 years old),174 cm,68 kg,"M/AM (RL), ST (RL)",€13.5M - €17M,"€90,000 p/w",Right,Very Strong,Fairly Strong,10,12,14,13,14,10,7,12,5,8,14,10,7,15,12,14,14,12,14,11,15,15,7,14,8,14,14,16,15,16,15,8,14,13,14,8,2,1,2,1,3,3,2,1,3,2,3
Vanderson,19409448,Monaco,France (Ligue 1),BRA,21/6/1999 (24 years old),180 cm,74 kg,D/WB (RL),€11.5M - €17.5M,"€32,500 p/w",Right Only,Very Strong,Weak,9,15,14,10,14,12,10,9,8,10,14,9,13,14,13,13,15,13,12,13,15,13,8,15,10,15,14,13,15,15,13,8,16,15,15,11,1,1,3,3,1,2,2,3,3,2,3
Mohammed Salisu,67270690,Monaco,France (Ligue 1),GHA,17/4/1997 (26 years old),191 cm,82 kg,D (C),€11M - €17M,"€40,000 p/w",Left Only,Weak,Very Strong,7,9,10,6,11,6,16,8,14,14,10,6,16,11,12,15,14,12,13,11,14,9,10,9,14,15,12,15,14,12,11,15,13,14,15,16,1,3,3,2,2,1,3,1,2,2,1
Jordan Teze,37058008,Monaco,France (Ligue 1),NED,30/9/1997 (25 years old),183 cm,68 kg,D/WB (RL),€10.5M - €16.5M,"€29,000 p/w",Right Only,Very Strong,Weak,9,11,11,7,13,5,12,7,12,12,15,6,13,12,13,12,12,13,13,13,13,12,11,12,14,14,11,14,14,15,14,13,15,14,15,13,1,2,2,3,2,2,2,1,3,1,1
Thilo Kehrer,91126230,Monaco,France (Ligue 1),GER,21/9/1994 (28 years old),186 cm,76 kg,D (C),€8.8M - €13.5M,"€25,500 p/w",Right,Very Strong,Fairly Strong,6,10,10,6,13,4,13,7,10,14,13,6,15,13,14,13,14,14,12,12,10,9,12,7,12,13,12,13,13,13,12,14,16,15,14,13,2,3,2,3,2,1,2,1,2,2,2
George Ilenikhena,2000214136,Monaco,France (Ligue 1),FRA,16/8/2004 (18 years old),185 cm,80 kg,ST (C),€7.2M - €11M,€650 p/w,Left,Weak,Very Strong,6,9,14,14,16,7,12,9,7,8,11,8,8,12,9,12,13,11,9,10,11,12,7,13,9,9,9,12,13,11,10,13,12,13,10,12,1,1,2,3,2,3,2,2,1,1,1
Lamine Camara,12093439,Monaco,France (Ligue 1),SEN,1/1/2002 (21 years old),173 cm,65 kg,M (C),€7M - €9M,"€7,500 p/w",Right,Very Strong,Weak,11,12,12,11,12,12,8,13,9,10,13,12,11,12,12,13,14,11,12,12,15,12,12,14,12,14,14,15,12,14,13,7,13,12,13,11,3,3,1,1,2,1,1,2,3,2,1
Maghnes Akliouche,49055037,Monaco,France (Ligue 1),FRA,25/2/2000 (23 years old),183 cm,63 kg,"M/AM (RL), ST (RL)",€2.1M - €4.4M,"€7,500 p/w",Left,Reasonable,Very Strong,12,13,14,10,14,11,7,11,4,6,13,11,7,14,13,11,12,13,13,12,14,14,4,13,8,12,13,14,12,15,11,7,13,12,12,8,1,2,2,1,2,2,1,3,2,2,3
Stanis Idumbo Muzambo,2000016527,Monaco,France (Ligue 1),BEL,29/6/2003 (20 years old),170 cm,67 kg,"M/AM (RL), ST (RL)",€700K - €5.6M,"€3,500 p/w",Right,Very Strong,Reasonable,8,8,16,8,15,7,4,7,5,5,13,5,5,16,6,7,16,10,10,11,16,14,7,9,7,7,12,10,13,15,11,8,7,14,11,8,4,3,3,2,1,3,1,2,1,3,2
Kassoum Ouattara,2000138872,Monaco,France (Ligue 1),FRA,14/10/2002 (20 years old),176 cm,73 kg,D/WB (RL),€400K - €4.1M,"€3,800 p/w",Left,Weak,Very Strong,11,13,12,8,11,5,6,8,9,11,11,7,13,11,12,11,12,13,9,15,13,5,4,9,9,10,8,11,14,13,7,8,14,13,11,12,2,1,1,1,2,2,2,2,3,3,3
Philipp Köhn,92071859,Monaco,France (Ligue 1),SUI,2/4/1996 (27 years old),190 cm,80 kg,GK,€375K - €3.9M,"€17,000 p/w",Right,Very Strong,Reasonable,2,5,4,2,11,2,6,7,8,5,12,5,6,8,11,12,13,13,12,12,13,4,9,5,14,14,10,12,12,13,13,14,15,12,14,13,13,13,11,6,13,12,14,12,14,15,13
Christian Mawissa,2000131124,Monaco,France (Ligue 1),FRA,18/4/2003 (20 years old),185 cm,77 kg,D (C),€375K - €3.8M,"€2,500 p/w",Left,Reasonable,Very Strong,5,10,10,7,12,5,13,10,5,12,11,8,12,11,12,12,12,11,11,10,17,11,7,10,12,12,10,13,11,12,13,13,13,11,12,13,2,3,2,1,2,4,3,2,2,3,1
Krépin Diatta,13191636,Monaco,France (Ligue 1),SEN,25/2/1997 (26 years old),175 cm,68 kg,"M/AM (RL), ST (RL)",€375K - €3.8M,"€41,500 p/w",Right,Very Strong,Reasonable,5,10,13,10,13,8,8,11,3,10,13,9,10,14,9,12,15,13,13,11,12,13,9,10,8,11,12,13,14,14,10,8,12,14,10,10,3,3,3,3,2,3,3,2,2,4,2
Mika Biereth,29233148,Monaco,France (Ligue 1),DEN,8/2/2001 (22 years old),187 cm,83 kg,ST (C),€350K - €3.4M,"€3,500 p/w",Right,Very Strong,Reasonable,2,10,11,13,11,7,9,8,4,5,13,8,6,11,13,11,12,11,12,12,14,11,8,11,4,13,11,14,12,12,12,11,14,12,12,13,4,2,2,3,2,3,2,3,2,2,3
Paul Pogba,2002088187,Monaco,France (Ligue 1),FRA,14/3/1991 (32 years old),191 cm,84 kg,M (C),€80K - €800K,"€25,500 p/w",Right,Very Strong,Strong,11,13,13,12,16,12,12,11,9,14,14,8,12,11,10,16,11,9,14,15,14,11,5,16,14,13,16,14,9,11,11,18,12,7,13,9,4,2,3,2,2,3,2,1,3,4,1
Eric Dier,55032265,Monaco,France (Ligue 1),ENG,15/1/1992 (31 years old),191 cm,91 kg,D (C),Not for Sale,"€25,500 p/w",Right,Very Strong,Fairly Strong,7,12,11,9,13,11,17,11,5,13,12,8,16,13,16,12,16,13,11,11,16,5,13,11,12,15,12,15,11,10,11,15,14,11,13,16,3,3,1,3,1,3,1,2,2,1,2
Lukás Hrádecký,33001438,Monaco,France (Ligue 1),FIN,24/11/1987 (35 years old),192 cm,86 kg,GK,Not for Sale,"€30,500 p/w",Right Only,Very Strong,Weak,5,3,1,3,8,8,7,2,1,2,10,3,3,8,15,12,15,12,14,12,16,6,15,3,13,12,8,13,9,14,12,17,16,11,11,13,15,14,14,8,14,11,16,9,16,12,16
Francis Coquelin,34012022,Nantes,France (Ligue 1),FRA,13/5/1989 (34 years old),176 cm,74 kg,"DM, M (C)",€8.8M - €13.5M,"€40,500 p/w",Right,Very Strong,Reasonable,4,9,13,7,14,4,13,11,8,13,14,8,16,13,16,15,18,13,17,13,17,8,12,11,14,17,12,15,13,13,15,10,16,13,15,14,3,2,2,3,1,2,1,3,1,1,3
Chidozie Awaziem,84125462,Nantes,France (Ligue 1),NGA,1/1/1995 (28 years old),189 cm,78 kg,D (C),€6.6M - €10M,"€11,750 p/w",Right,Very Strong,Reasonable,7,8,10,7,10,6,12,8,8,14,12,8,13,11,16,13,16,10,11,11,14,6,10,11,12,13,11,13,13,12,12,15,14,14,14,15,4,1,2,3,4,2,3,2,1,1,3
Mostafa Mohamed,13231887,Nantes,France (Ligue 1),EGY,28/11/1995 (27 years old),185 cm,80 kg,ST (C),€5.8M - €7.4M,"€23,000 p/w",Right,Very Strong,Reasonable,6,8,9,14,11,11,16,12,8,6,11,13,6,11,13,14,16,14,10,10,13,10,7,14,8,13,10,14,12,13,16,16,18,13,14,16,2,1,1,4,1,3,3,3,2,2,2
Junior Mwanga,49059396,Nantes,France (Ligue 1),FRA,11/5/2001 (22 years old),184 cm,72 kg,D (C),€5.4M - €8.4M,,Right,Very Strong,Fairly Strong,3,3,6,5,12,3,14,5,9,15,13,6,15,11,13,13,15,8,12,13,15,7,10,7,14,12,15,14,11,12,12,14,13,11,14,13,2,2,1,1,2,2,3,3,4,3,1
Mayckel Lahdo,93123140,Nantes,France (Ligue 1),SWE,30/12/2000 (22 years old),178 cm,75 kg,"M/AM (RL), ST (RL)",€4.5M - €7M,,Right,Very Strong,Fairly Strong,8,10,13,10,12,8,6,8,5,7,11,9,6,11,13,13,13,9,11,8,13,15,7,13,7,12,9,14,16,14,14,9,12,16,12,14,4,2,1,3,1,1,2,1,3,3,2
Nicolas Cozza,49037761,Nantes,France (Ligue 1),FRA,8/1/1997 (26 years old),178 cm,72 kg,D/WB (RL),€2.4M - €5M,"€23,000 p/w",Left,Weak,Very Strong,10,12,12,7,12,8,12,8,13,13,12,8,14,12,12,14,14,12,13,12,12,10,10,12,13,15,11,14,13,12,14,11,14,13,14,12,4,1,2,3,2,1,3,2,1,2,3
Kwon Hyeok-Kyu,66045361,Nantes,France (Ligue 1),KOR,13/3/1999 (24 years old),189 cm,81 kg,"DM, M (C)",€1.2M - €2.5M,€925 p/w,Right,Very Strong,Fairly Strong,7,10,11,7,13,6,11,5,5,9,13,12,8,13,8,14,12,14,11,13,13,6,6,12,10,13,12,13,9,10,12,7,14,9,9,12,1,2,2,2,2,3,2,3,1,3,1
Johann Lepenant,49056191,Nantes,France (Ligue 1),FRA,22/10/2000 (22 years old),176 cm,71 kg,"DM, M (C)",€450K - €4.5M,"€6,750 p/w",Right,Very Strong,Reasonable,8,8,10,6,12,8,9,7,7,14,13,8,14,14,13,13,14,11,12,12,13,10,8,10,13,15,12,15,13,13,12,8,14,13,15,10,3,2,2,3,2,2,2,1,2,3,2
Fabien Centonze,48037272,Nantes,France (Ligue 1),FRA,16/1/1994 (29 years old),182 cm,75 kg,D/WB (RL),€300K - €9.4M,"€18,000 p/w",Right,Very Strong,Weak,6,13,11,8,12,6,10,9,7,12,11,8,13,12,12,13,14,13,13,13,12,8,9,12,13,13,13,13,13,12,13,10,14,13,14,12,2,3,2,1,3,1,2,1,2,2,1
Hong Hyun-Seok,66042120,Nantes,France (Ligue 1),KOR,16/6/1997 (26 years old),177 cm,72 kg,"DM, M (C)",€275K - €2.6M,,Left,Reasonable,Very Strong,6,9,12,11,13,6,9,9,7,13,13,7,11,14,8,12,12,12,12,12,15,8,8,13,13,13,12,13,15,13,12,9,13,15,13,12,2,3,3,2,2,2,1,1,2,2,3
